Name,ID,Alias,Language
Nike,830,Nike Inc,en
Westrock,2541,westrock co,en
Westrock,2541,westrock company,en
Westrock,2541,westrock paper and packaging llc,en
Nio,596,nextcar,en
Nio,596,nio inc.,en
Nio,596,nio limited,en
Nio,596,"shanghai weilai automobile co., ltd",en
Nio,596,blue sky coming,en
Nio,596,nextev,en
Siemens,789,siemens AG,en
Weyerhaeuser,2542,weyerhaeuser company,en
Weyerhaeuser,2542,weyerhaeuser co,en
Bloomberg,359,bloomberg business,en
Bloomberg,359,bloomberg l.p.,en
IPG Photonics,2373,ipg photonics corporation,en
IPG Photonics,2373,ipg photonics,en
Siemens Healthineers,683,siemens healthcare gmbh,en
Siemens Healthineers,683,siemens healthcare,en
Whirlpool,2543,whirlpool corporation,en
Whirlpool,2543,whirlpool,en
HCA Healthcare,1963,"HCA Holdings, Inc.",en
HCA Healthcare,1963,"HCA Management Services, L.P.",en
HCA Healthcare,1963,Hospital Corporation of America,en
HCA Healthcare,1963,HEALTHCARE CORP OF AMERICA,en
Nisource,2433,nipsco industries,en
Nisource,2433,nisource,en
Nissan Motor Corporation,597,nissan,en
Nissan Motor Corporation,597,"nissan motor co., ltd.",en
Nissan Motor Corporation,597,nissan motor,en
IQVIA,516,iqvia inc,en
IQVIA,516,iqvia holding inc,en
Williams Companies,2544,williams,en
Williams Companies,2544,"williams companies, inc.",en
Entergy,2303,entergy corporation,en
Entergy,2303,entergy,en
Willis Towers Watson,2545,willis towers watson public limited company,en
Willis Towers Watson,2545,willis towers watson plc,en
Woodward,2826,"woodward, inc.",en
Woodward,2826,woodward,en
Iron Mountain,2374,iron mountain,en
Iron Mountain,2374,iron mountain inc,en
Boeing,784,boeing company,en
Boeing,784,boeing co,en
Boeing,784,the boeing company,en
Boeing,784,boeing,en
EOG Resources,2304,"eog resources, inc",en
EOG Resources,2304,enron oil & gas company,en
Nordstrom,2435,"nordstrom, inc.",en
Nordstrom,2435,nordstrom inc,en
Simon Property Group,2489,simon,en
Simon Property Group,2489,"simon property group, inc.",en
Simon Property Group,2489,"simon property group, l.p.",en
Simon Property Group,2489,"simon property group, inc. (nyse: spg)",en
Simon Property Group,2489,simon property group,en
Booking.com,2232,booking holdings,en
Booking.com,2232,"booking holdings, inc.",en
Equifax,2305,equifax,en
Equifax,2305,"equifax, inc.",en
Equifax,2305,talx,en
J. B. Hunt Transport Services,2377,jb hunt,en
J. B. Hunt Transport Services,2377,"j.b. hunt transport, inc.",en
J. B. Hunt Transport Services,2377,"j.b. hunt transport services, inc.",en
Norfolk Southern,2436,norfolk southern,en
Norfolk Southern,2436,norfolk southern corp,en
Norfolk Southern,2436,norfolk southern railway company,en
Norfolk Southern,2436,norfolk southern corporation,en
Norfolk Southern,2436,norfolk southern railway,en
Norfolk Southern,2436,norfolk southern railroad,en
Equinix,2306,"equinix, inc.",en
J.P. Morgan,518,jpmorgan,en
J.P. Morgan,518,jp morgan,en
J.P. Morgan,518,j.p. morgan,en
J.P. Morgan,518,constellation venture partners,en
J.P. Morgan,518,jpmorgan chase & co.,en
Booz Allen Hamilton,364,booz digital,en
Booz Allen Hamilton,364,booz allen hamilton inc.,en
Equity Residential,2307,equity apartments,en
Northern Trust,2437,northern trust,en
Northern Trust,2437,northern trust corporation,en
Borgwarner,2233,borgwarner inc.,en
Borgwarner,2233,borgwarner inc,en
Jack Henry & Associates,2375,jack henry & associates inc,en
Jack Henry & Associates,2375,"jack henry & associates, inc.",en
Northrop Grumman,599,northrop grumman corp,en
Northrop Grumman,599,northrop grumman corporation,en
Bosch,800,the bosch group,en
Ernst & Young,808,ernst & young limited,en
Ernst & Young,808,ernst & young global limited,en
Ernst & Young,808,ernst & young,en
Ernst & Young,808,ey,en
Jacobs Engineering Group,2376,jacobs,en
Wynn Resorts,2546,wynn resorts,en
Wynn Resorts,2546,"wynn resorts, limited",en
Wynn Resorts,2546,wynn las vegas,en
Norwegian Cruise Line Holdings,2439,norwegian cruise line holdings ltd. (nyse:nclh),en
Norwegian Cruise Line Holdings,2439,ncl,en
Norwegian Cruise Line Holdings,2439,norwegian cruise line,en
Norwegian Cruise Line Holdings,2439,norwegian cruise line holdings ltd.,en
Norwegian Cruise Line Holdings,2439,norwegian cruise line holdings ltd,en
Skyworks Solutions,2490,skyworks solutions inc,en
Skyworks Solutions,2490,"skyworks solutions, inc.",en
Skyworks Solutions,2490,skyworks,en
Essex Property Trust,2308,essex property trust,en
Jane Street,519,jane street group llc,en
Jane Street,519,"jane street group, llc.",en
Jane Street,519,jane street capital,en
SL Green Realty,2491,sl green realty corp.,en
SL Green Realty,2491,slg,en
SL Green Realty,2491,sl green,en
Xcel Energy,2547,xcel energy,en
Xcel Energy,2547,xcel energy inc.,en
Boston Properties,2234,"boston properties, inc.",en
Boston Properties,2234,bxp,en
Estée Lauder,2309,the estée lauder companies,en
Estée Lauder,2309,estée lauder,en
Estée Lauder,2309,estee lauder companies inc,en
NOV,2426,NOV Inc,en
NOV,2426,national oilwell varco,en
NOV,2426,"NOV, Inc.",en
NOV,2426,national oilwell varco inc.,en
NOV,2426,nov,en
Xerox,787,xerox holdings corporation,en
Boston Scientific,2235,boston scientific corporation,en
Boston Scientific,2235,boston scientific corp,en
Xiaohongshu (Little Red Book),279,little red book,en
Xiaohongshu (Little Red Book),279,xiaohongshu,en
Xiaohongshu (Little Red Book),279,"xingyin information technology (shanghai) co., ltd.",en
Xiaohongshu (Little Red Book),279,"information technology (shanghai) co., ltd.",en
Xiaohongshu (Little Red Book),279,xingyin xinxi keji (shanghai) youxian gongsi,en
Xiaohongshu (Little Red Book),279,xingyin information technology shanghai co ltd,en
Everest Re,2312,everest re group,en
Everest Re,2312,everest reinsurance company,en
Everest Re,2312,everest reinsurance,en
Evergy,2310,"evergy, inc",en
Evergy,2310,evergy inc,en
Evergy,2310,"evergy, inc.",en
NRG Energy,2440,"nrg energy, inc.",en
NRG Energy,2440,nrg,en
Eversource Energy,2311,eversource,en
Eversource Energy,2311,northeast utilities,en
JD.com,133,"Jd.Com, Inc.",en
Jabil,3123,"Jabil Energy, Inala",en
Snap,694,snapchat inc.,en
Snap,694,snapchat,en
Snap,694,snap inc,en
Snap,694,snap. inc,en
Snap-On,2492,snap-on incorporated,en
Snap-On,2492,snap-on inc,en
Bridgewater Associates,368,"bridgewater associates, lp",en
Bridgewater Associates,368,bridgewater,en
Expeditors,2313,expeditors international,en
Expeditors,2313,"expeditors international of washington, inc.",en
Xylem,2549,xylem,en
Xylem,2549,xylem water solutions,en
Experian,440,"experian information solutions, inc.",en
Extra Space Storage,2314,extra space storage inc.,en
Nvidia,184,nvidia corporation,en
Nvidia,184,nvidia corp,en
Bristol-Myers Squibb,1395,"bristol myers squibb, BMS",en
Sony,1132,sony group corporation,en
Broadcom,2236,avago technologies,en
Broadcom,2236,broadcom,en
NVR,2441,"nvr, inc. (nvr)",en
NVR,2441,"nvr, inc.",en
NVR,2441,nvr,en
Broadridge Financial Solutions,2237,broadridge,en
Broadridge Financial Solutions,2237,"broadridge financial solutions, inc.",en
F5 Networks,2315,f5 networks inc,en
F5 Networks,2315,f5,en
F5 Networks,2315,f5 labs,en
F5 Networks,2315,"f5, inc.",en
J.M. Smucker,2378,smucker and smucker's,en
J.M. Smucker,2378,j. m. smucker,en
J.M. Smucker,2378,j. m. smucker company,en
J.M. Smucker,2378,the j.m. smucker company,en
NXP Semiconductors,606,philips semiconductors,en
NXP Semiconductors,606,nxp semiconductors netherlands bv,en
NXP Semiconductors,606,nxp,en
Meta,87,facebook,en
Meta,87,"facebook, inc",en
Meta,87,meta platforms,en
Meta,87,"facebook, inc.",en
Johnson Controls,2100,johnson controls international plc,en
Johnson Controls,2100,johnson controls,en
O'Reilly Automotive,2442,"o’reilly automotive, inc.",en
O'Reilly Automotive,2442,o'reilly,en
O'Reilly Automotive,2442,o'reilly auto parts,en
O'Reilly Automotive,2442,"o’reilly auto parts, corporate",en
Johnson & Johnson,842,"Johnson & Johnson Services, Inc.",en
Brown-Forman,2238,brown-forman corp,en
Brown-Forman,2238,brown-forman and company,en
Brown-Forman,2238,brown-forman corporation,en
Brown-Forman,2238,brown-forman,en
Southern Company,2493,southern co,en
Southern Company,2493,"southern company services, inc.",en
Southwest Airlines,2494,southwest,en
Southwest Airlines,2494,southwest®,en
Southwest Airlines,2494,southwest airlines co,en
Southwest Airlines,2494,southwest airlines®,en
Southwest Airlines,2494,southwest airlines (nyse: luv),en
Southwest Airlines,2494,southwest airlines co.,en
Yum! Brands,2550,"yum! brands, inc.",en
Yum! Brands,2550,tricon global restaurants,en
Yum! Brands,2550,yum!,en
Yum! Brands,2550,yum! brands rsc,en
Yum! Brands,2550,yum! brands,en
Juniper Networks,2379,"juniper networks, inc.",en
Juniper Networks,2379,juniper,en
Occidental Petroleum,2443,oxy,en
Occidental Petroleum,2443,occidental,en
Occidental Petroleum,2443,occidental petroleum corporation,en
Occidental Petroleum,2443,occidental petroleum corporation (nyse: oxy),en
Occidental Petroleum,2443,occidental petroleum corp,en
KLA-Tencor,1707,KLAC,en
KLA-Tencor,1707,KLA Corporation,en
Zebra Technologies,2551,zebra technologies corporation,en
Zebra Technologies,2551,zebra,en
Zebra Technologies,2551,zebra technologies corp,en
Panasonic,1129,パナソニック,jp
Toyota,790,トヨタ自動車株式会社,jp
Honda,795,本田技研工業株式会社,jp
Fujitsu,1125,富士通,jp
Fujitsu,1125,富士通クライアントコンピューティング,jp
Yaskawa,797,安川電機,jp
Samsung,671,삼성전자,ko
Samsung,671,삼성그룹 혹은 삼성,ko
Lenovo,936,联想集团,zh
Lenovo,936,联想集团有限公司,zh
4Thparadigm,3,第四范式,zh
4Thparadigm,3,第四范式（北京）技术有限公司,zh
Cambricon,52,寒武纪科技,zh
Cambricon,52,寒武纪,zh
Cambricon,52,北京中科寒武纪科技有限公司,zh
ZTE,289,中兴,zh
ZTE,289,中兴通讯股份有限公司,zh
ABB,798,"abb group, abb ltd",zh
Celepixel,53,芯仑科技,zh
Celepixel,53,豪威芯仑传感器（上海）有限公司,zh
Kuaishou,143,快手,zh
Kuaishou,143,北京快手科技有限公司,zh
Foxconn,1393,鴻海精密工業股份有限公司,zh
Ahi Fintech,10,慧安金科,zh
Ahi Fintech,10,慧安金科（北京）科技有限公司,zh
Tencent,245,腾讯控股有限公司,zh
Tencent,245,腾讯,zh
Cloudwalk,58,云从科技集团股份有限公司,zh
Cloudwalk,58,云从科技,zh
Aisimba,17,武汉小狮科技有限公司,zh
Aisimba,17,"Wuhan Xiaoshi Intelligent Technology Co., Ltd",zh
Aisimba,17,小狮科技,zh
Aisimba,17,xiaoshi keji,zh
Ping An,202,平安金融,zh
Ping An,202,中国平安保险集团,zh
Ping An,202,中国平安,zh
Alibaba,21,阿里巴巴集团控股有限公司,zh
Alibaba,21,阿里巴巴集团,zh
Alibaba,21,阿里,zh
Zhipu AI,6912,北京智谱华章科技有限公司,zh
Zhipu AI,6912,智谱AI,zh
Baichuan Intelligence,6913,百川智能,zh
Baichuan Intelligence,6913,北京百川智能科技有限公司,zh
Xiaopeng Motors,6914,小鹏汽车,zh
Xiaopeng Motors,6914,广州小鹏汽车科技有限公司,zh
BYD,6915,比亚迪汽车,zh
BYD,6915,比亚迪汽车有限公司,zh
Moonshot AI,6917,北京月之暗面科技有限公司,zh
Moonshot AI,6917,月之暗面,zh
Kunlun Tech,6918,昆仑万维科技股份有限公司,zh
Kunlun Tech,6918,昆仑万维,zh
Enflame,6919,燧原科技,zh
Qihoo 360,208,360公司,zh
Qihoo 360,208,三六零安全科技股份有限公司,zh
Qihoo 360,208,奇虎360,zh
China Mobile Communications,1820,中国移动,zh
China Mobile Communications,1820,中国移动通信集团公司,zh
Dahua Technology,1388,大华技术,zh
Dahua Technology,1388,浙江大华信息技术股份有限公司,zh
Tusimple,258,图森未来,zh
MiniMax,6934,上海稀宇科技有限公司,zh
Hikvision,106,海康威视,zh
Hikvision,106,杭州海康威视数字技术股份有限公司,zh
Megvii,161,旷视科技,zh
Megvii,161,北京旷视科技有限公司,zh
Megvii,161,旷视,zh
Deepblue Technology,67,深兰科技（上海）有限公司,zh
Deepblue Technology,67,深兰科技,zh
Deepglint,69,格灵深瞳,zh
Deepglint,69,北京格灵深瞳信息技术有限公司,zh
Horizon Robotics,110,地平线,zh
Horizon Robotics,110,北京地平线信息技术有限公司,zh
Horizon Robotics,110,dipingxian,zh
Huawei,112,华为,zh
Huawei,112,华为技术有限公司,zh
Mininglamp,166,明略科技集团,zh
Mininglamp,166,明略科技,zh
Mininglamp,166,北京明略昭辉科技有限公司,zh
Didi Chuxing,76,滴滴出行,zh
Didi Chuxing,76,滴滴,zh
DJI,78,大疆创新,zh
DJI,78,深圳市大疆创新科技有限公司,zh
IFlyTek,122,科大讯飞股份有限公司,zh
IFlyTek,122,科大讯飞,zh
Baidu,37,百度公司,zh
Baidu,37,百度,zh
Ehang,83,亿航智能,zh
Ehang,83,广州亿航智能技术有限公司,zh
Sensetime,223,商汤科技,zh
Sensetime,223,商汤集团有限公司,zh
Sensetime,223,商汤,zh
Bitmain Technologies,43,比特大陆,zh
Bitmain Technologies,43,比特大陆科技有限公司,zh
Nio,596,上海蔚来汽车有限公司,zh
Nio,596,蔚来,zh
Nio,596,weilai,zh
Xiaohongshu (Little Red Book),279,小红书,zh
Xiaohongshu (Little Red Book),279,行吟信息科技（上海）有限公司,zh
JD.com,133,京东集团,zh
JD.com,133,京东集团股份有限公司,zh
JD.com,133,京东,zh
